player,pos,age,tm,g,gs,mp,pts,orb,drb,trb,ast,stl,blk,tov,pf,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,ft,fta,ft%,efg,ts,ftr,3par,fg+,2p+,3p+,efg+,ft+,ts+,ftr+,3par+,on-off,ortg,drtg,per,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,team_seed,win_percentage,year
Dario Šarić,C,29.0,GSW,63.0,9.0,17.2,8.0,1.1,3.3,4.4,2.3,0.5,0.1,1.2,1.8,2.8,6.1,0.463,1.2,3.1,0.374,1.7,3.0,0.556,1.2,1.4,0.854,0.589,0.605,0.102,0.514,103.0,106.0,110.0,108.0,106.0,104.0,41.0,130.0,-5.3,121.0,118.0,15.2,8.0,22.8,15.5,17.8,1.4,0.8,15.1,19.6,1.5,1.1,2.6,0.116,0.6,0.5,1.1,0.8,8,0.563,2024
Derrick Rose,PG,35.0,MEM,24.0,7.0,16.6,8.0,0.3,1.6,1.9,3.3,0.3,0.1,1.3,0.9,3.2,6.9,0.461,0.6,1.7,0.366,2.5,5.2,0.492,1.0,1.1,0.889,0.556,0.591,0.306,0.365,100.0,92.0,119.0,102.0,96.0,102.0,125.0,92.0,3.8,109.0,121.0,13.1,2.0,11.8,6.7,32.5,1.0,0.5,14.9,22.6,0.0,0.3,0.3,0.039,-1.4,-1.5,-2.8,-0.1,13,0.338,2024
Moses Moody,SG,21.0,GSW,64.0,9.0,17.5,8.0,1.0,2.0,3.0,0.8,0.6,0.4,0.7,1.4,2.9,6.3,0.462,1.1,3.0,0.361,1.8,3.3,0.555,1.1,1.4,0.78,0.55,0.55,0.0,0.25,105.0,98.0,109.0,101.0,0.0,95.0,0.0,63.0,-0.2,119.0,119.0,13.7,6.9,13.8,10.4,6.5,1.8,1.9,8.8,18.6,1.2,1.0,2.2,0.094,-0.2,0.1,-0.1,0.5,8,0.563,2024
Sam Merrill,SG,27.0,CLE,61.0,1.0,17.5,8.0,0.4,1.6,2.0,1.8,0.3,0.1,0.3,1.2,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.4,0.5,0.929,0.324,0.373,0.235,0.765,50.0,46.0,63.0,59.0,96.0,64.0,96.0,194.0,-4.5,127.0,119.0,13.2,2.6,11.0,6.9,14.1,0.9,0.3,4.5,17.7,1.8,0.9,2.7,0.123,1.3,-0.8,0.5,0.7,4,0.588,2024
Markelle Fultz,PG,25.0,ORL,41.0,18.0,21.8,8.0,1.4,1.9,3.3,2.8,1.0,0.3,1.2,1.6,3.7,7.8,0.47,0.1,0.4,0.222,3.6,7.4,0.485,0.6,0.8,0.697,0.578,0.608,0.491,0.023,122.0,109.0,0.0,106.0,84.0,105.0,201.0,6.0,-1.3,107.0,114.0,12.5,7.7,11.2,9.4,19.4,2.3,1.5,12.7,19.0,-0.2,1.3,1.2,0.063,-2.6,1.1,-1.5,0.1,6,0.575,2024
Marcus Sasser,PG,23.0,DET,69.0,9.0,18.7,7.9,0.1,1.6,1.7,3.3,0.6,0.2,1.2,1.5,3.0,6.9,0.426,1.2,3.3,0.379,1.7,3.7,0.468,0.7,0.9,0.864,0.562,0.58,0.135,0.268,107.0,100.0,109.0,103.0,100.0,100.0,55.0,68.0,-2.0,109.0,122.0,11.6,0.9,10.2,5.5,25.4,1.6,0.7,14.4,19.7,0.1,0.7,0.8,0.029,-1.7,-1.1,-2.8,-0.3,15,0.163,2024
Trayce Jackson-Davis,PF,23.0,GSW,66.0,14.0,16.5,7.9,2.0,3.0,5.0,1.2,0.4,1.2,0.7,1.6,3.4,4.9,0.698,0.0,0.0,0.0,3.4,4.8,0.7,1.1,1.9,0.578,0.604,0.607,0.022,0.687,97.0,103.0,114.0,111.0,96.0,105.0,9.0,174.0,-1.4,138.0,115.0,21.8,14.8,21.8,18.3,10.4,1.3,6.3,11.1,16.7,3.0,1.5,4.5,0.197,1.6,1.3,3.0,1.4,8,0.563,2024
Dante Exum,PG,28.0,DAL,54.0,16.0,19.9,7.9,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.6,3.0,5.6,0.535,1.0,2.0,0.491,2.0,3.6,0.56,1.0,1.3,0.779,0.333,0.333,0.0,0.667,70.0,184.0,0.0,61.0,0.0,57.0,0.0,169.0,10.6,129.0,120.0,13.8,2.8,13.4,8.1,19.1,1.0,0.4,12.7,15.2,2.0,0.8,2.8,0.124,-0.1,-0.3,-0.4,0.4,5,0.625,2024
Isaiah Hartenstein,C,25.0,NYK,74.0,48.0,25.2,7.8,3.2,5.1,8.3,2.5,1.1,1.1,1.2,2.8,3.1,4.9,0.643,0.0,0.0,0.333,3.1,4.8,0.645,1.5,2.1,0.712,0.717,0.731,0.261,0.304,138.0,138.0,117.0,131.0,96.0,126.0,107.0,77.0,10.7,137.0,111.0,18.8,15.8,25.0,20.4,13.4,2.4,4.2,17.5,12.1,4.3,3.3,7.6,0.195,0.6,2.8,3.4,2.6,3,0.6,2024
Jordan Hawkins,SG,21.0,NOP,67.0,10.0,17.3,7.8,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,1.0,1.2,0.838,0.53,0.591,0.415,0.432,97.0,101.0,91.0,97.0,104.0,102.0,170.0,109.0,-8.0,110.0,119.0,10.3,3.0,12.0,7.5,8.2,0.8,0.6,7.5,20.1,0.2,1.1,1.2,0.051,-1.3,-1.7,-3.0,-0.3,6,0.6,2024
Royce O'Neale,SF,30.0,BRK,77.0,14.0,24.8,7.8,0.8,4.1,4.8,2.8,0.8,0.6,0.9,2.2,2.7,6.9,0.399,2.0,5.4,0.37,0.8,1.5,0.5,0.3,0.4,0.697,0.551,0.566,0.138,0.492,97.0,103.0,98.0,101.0,91.0,98.0,56.0,125.0,4.3,116.0,117.0,11.4,3.7,19.4,11.6,15.1,1.5,2.1,11.7,14.1,1.2,2.2,3.4,0.085,-1.0,1.1,0.2,1.0,11,0.4,2024
Precious Achiuwa,PF-C,24.0,NYK,72.0,18.0,22.2,7.7,2.6,4.0,6.7,1.3,0.6,0.9,1.1,1.9,3.2,6.4,0.498,0.3,1.3,0.26,2.9,5.1,0.56,1.0,1.6,0.616,0.525,0.542,0.241,0.207,105.0,103.0,71.0,96.0,79.0,93.0,99.0,52.0,-3.7,115.0,115.0,14.6,14.5,22.5,18.5,8.3,1.5,3.9,13.6,16.1,1.0,2.1,3.1,0.094,-1.8,0.3,-1.5,0.2,3,0.6,2024
Cody Martin,SF,28.0,CHO,28.0,22.0,26.9,7.5,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,2.9,7.7,0.381,1.0,3.1,0.314,2.0,4.6,0.426,0.7,1.2,0.606,0.375,0.43,0.237,0.388,74.0,90.0,35.0,69.0,107.0,74.0,97.0,98.0,1.3,97.0,120.0,9.3,2.9,14.7,8.6,19.1,2.1,2.2,16.1,16.2,-0.8,0.6,-0.2,-0.014,-4.1,0.6,-3.5,-0.3,13,0.25,2024
Toumani Camara,PF,23.0,POR,70.0,49.0,24.8,7.5,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,2.8,6.3,0.45,0.8,2.5,0.337,2.0,3.8,0.523,1.1,1.4,0.758,0.576,0.627,0.324,0.151,118.0,115.0,52.0,105.0,111.0,108.0,132.0,38.0,7.7,111.0,119.0,10.6,9.0,15.2,11.9,7.1,1.9,1.7,14.9,14.0,0.4,1.5,1.9,0.053,-3.0,0.0,-3.1,-0.5,14,0.263,2024
Nikola Jović,PF,20.0,MIA,44.0,36.0,19.4,7.4,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,2.7,5.9,0.452,1.4,3.4,0.403,1.3,2.5,0.518,0.8,1.1,0.702,0.494,0.552,0.359,0.315,94.0,92.0,87.0,90.0,103.0,95.0,147.0,80.0,9.1,114.0,114.0,12.6,3.4,23.6,13.4,14.8,1.3,1.6,12.8,16.9,0.5,1.3,1.7,0.097,-1.0,1.4,0.4,0.5,8,0.55,2024
Cameron Payne,PG,29.0,MIL,76.0,10.0,16.8,7.4,0.3,1.3,1.5,2.6,0.5,0.1,0.9,1.6,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.8,0.483,0.8,0.9,0.866,0.527,0.559,0.176,0.439,93.0,86.0,109.0,96.0,110.0,96.0,72.0,111.0,-4.7,117.0,120.0,12.8,1.9,8.9,5.4,22.0,1.6,0.8,11.5,19.3,1.2,1.0,2.2,0.083,-0.6,-0.7,-1.3,0.2,2,0.613,2024
Paul Reed,C,24.0,PHI,80.0,24.0,19.3,7.3,2.4,3.6,5.9,1.3,0.8,1.0,0.8,2.4,3.1,5.8,0.538,0.3,0.7,0.375,2.9,5.1,0.56,0.8,1.0,0.732,0.537,0.544,0.068,0.815,82.0,89.0,100.0,98.0,87.0,94.0,28.0,206.0,1.6,123.0,112.0,17.3,14.2,22.2,18.1,9.7,2.1,4.8,11.5,15.9,2.2,2.5,4.7,0.146,-0.6,0.8,0.2,0.8,7,0.563,2024
Trey Lyles,PF,28.0,SAC,56.0,0.0,20.1,7.3,1.0,3.4,4.4,1.2,0.3,0.3,0.7,1.5,2.5,5.6,0.448,1.5,3.8,0.381,1.1,1.8,0.59,0.8,1.2,0.691,0.651,0.659,0.062,0.656,108.0,122.0,117.0,119.0,106.0,114.0,26.0,166.0,8.2,121.0,119.0,11.9,6.1,21.1,13.4,7.8,0.7,1.5,9.7,14.6,1.2,1.0,2.2,0.093,-0.4,-0.8,-1.2,0.2,9,0.563,2024
Tristan Vukcevic,C,20.0,WAS,9.0,3.0,14.6,7.3,0.7,3.2,3.9,1.3,0.4,0.7,0.8,2.7,2.7,6.2,0.429,0.9,3.2,0.276,1.8,3.0,0.593,1.1,1.4,0.769,0.519,0.552,0.236,0.565,91.0,107.0,86.0,95.0,98.0,95.0,96.0,143.0,19.1,107.0,118.0,13.6,5.2,26.2,15.5,12.9,1.5,3.7,10.2,22.3,0.0,0.1,0.1,0.043,-3.3,0.5,-2.8,0.0,14,0.188,2024
Brice Sensabaugh,SF,20.0,UTA,30.0,11.0,17.8,7.3,0.5,2.7,3.2,1.8,0.4,0.1,1.4,1.3,2.5,6.5,0.39,1.1,3.5,0.308,1.5,3.0,0.484,1.1,1.3,0.895,0.565,0.578,0.118,0.625,93.0,97.0,107.0,103.0,93.0,100.0,48.0,158.0,-9.0,101.0,124.0,8.8,3.1,18.1,10.7,13.9,1.0,0.7,16.6,20.0,-0.4,0.2,-0.2,-0.02,-3.1,-2.1,-5.2,-0.4,12,0.375,2024
Lamar Stevens,PF,26.0,BOS,38.0,3.0,14.7,7.2,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,1.1,1.4,0.778,0.457,0.469,0.043,0.348,92.0,110.0,34.0,84.0,128.0,81.0,18.0,88.0,4.9,107.0,113.0,14.7,7.5,19.7,13.4,8.0,2.1,3.6,8.3,22.4,-0.1,0.8,0.7,0.063,-2.2,-0.1,-2.3,0.0,1,0.775,2024
Kevin Knox,SF,24.0,DET,31.0,11.0,18.1,7.2,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,2.8,6.0,0.462,1.0,3.0,0.33,1.8,3.0,0.598,0.6,0.7,0.909,0.597,0.628,0.315,0.288,113.0,108.0,113.0,109.0,95.0,108.0,129.0,73.0,2.0,110.0,123.0,9.9,3.8,12.2,8.0,5.9,1.1,1.1,10.1,16.7,0.1,0.3,0.4,0.031,-2.8,-1.8,-4.6,-0.4,15,0.163,2024
Landry Shamet,SG,26.0,WAS,46.0,5.0,15.8,7.1,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,2.6,6.0,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.8,1.0,0.826,0.429,0.484,0.436,0.449,78.0,85.0,70.0,79.0,86.0,83.0,178.0,114.0,-0.1,109.0,124.0,10.5,2.5,7.5,5.0,10.2,1.6,1.1,9.3,19.0,0.0,0.2,0.3,0.018,-2.7,-1.3,-4.0,-0.4,14,0.188,2024
Naji Marshall,SF,26.0,NOP,66.0,1.0,19.0,7.1,0.8,2.8,3.6,1.9,0.7,0.2,1.0,1.4,2.6,5.6,0.463,0.9,2.3,0.387,1.7,3.3,0.516,1.0,1.3,0.791,0.585,0.626,0.246,0.289,111.0,104.0,114.0,107.0,113.0,108.0,100.0,73.0,6.5,115.0,115.0,12.8,5.0,17.4,11.3,13.6,1.9,0.9,13.8,16.4,0.8,1.7,2.6,0.098,-1.3,0.5,-0.7,0.4,6,0.6,2024
Javon Freeman-Liberty,PG,24.0,TOR,20.0,5.0,17.8,7.1,0.8,2.7,3.4,1.6,0.5,0.1,1.0,1.3,2.6,5.7,0.451,0.5,1.9,0.27,2.1,3.8,0.539,1.5,1.6,0.906,0.661,0.679,0.446,0.429,120.0,126.0,114.0,121.0,87.0,117.0,182.0,108.0,-14.9,111.0,122.0,11.4,5.0,18.4,11.6,11.9,1.4,0.5,13.6,17.9,0.1,0.2,0.3,0.036,-3.0,-2.1,-5.1,-0.3,12,0.313,2024
Taylor Hendricks,PF,20.0,UTA,38.0,21.0,20.8,7.1,1.1,3.4,4.5,0.8,0.7,0.8,0.7,1.9,2.6,5.9,0.44,1.3,3.5,0.376,1.3,2.4,0.533,0.6,0.7,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,116.0,121.0,11.4,6.4,19.4,12.9,4.9,1.6,3.3,9.9,14.0,0.5,0.6,1.0,0.061,-1.5,-0.4,-1.9,0.0,12,0.375,2024
Christian Braun,SG,22.0,DEN,80.0,4.0,20.1,7.1,0.9,2.7,3.7,1.6,0.5,0.4,0.7,1.7,2.7,5.8,0.459,0.7,1.9,0.383,1.9,3.9,0.497,1.1,1.6,0.69,0.55,0.611,0.346,0.318,104.0,102.0,99.0,101.0,113.0,105.0,141.0,80.0,-7.6,117.0,117.0,11.8,5.8,16.5,11.3,9.9,1.3,1.8,9.3,15.7,1.2,1.8,3.0,0.09,-1.9,-0.2,-2.1,0.0,1,0.7,2024
Jose Alvarado,PG,25.0,NOP,54.0,0.0,18.0,7.1,0.5,1.8,2.3,2.1,1.1,0.3,0.7,1.6,2.5,6.2,0.411,1.4,3.6,0.381,1.1,2.5,0.456,0.6,0.9,0.68,0.524,0.539,0.15,0.592,87.0,84.0,104.0,96.0,87.0,93.0,61.0,150.0,9.3,114.0,113.0,12.9,3.1,11.9,7.5,15.8,2.9,1.5,9.7,17.7,0.5,1.5,2.0,0.098,-1.3,1.5,0.2,0.5,6,0.6,2024
Vasilije Micić,PG,30.0,OKC,58.0,19.0,19.8,7.1,0.2,1.2,1.5,4.4,0.5,0.1,1.6,1.2,2.7,6.2,0.432,0.7,2.6,0.275,2.0,3.7,0.542,1.1,1.3,0.813,0.25,0.47,0.75,0.0,53.0,46.0,0.0,46.0,128.0,81.0,306.0,0.0,3.1,107.0,123.0,10.9,1.4,7.6,4.5,30.9,1.3,0.6,19.4,18.9,-0.2,0.5,0.3,0.012,-2.5,-2.1,-4.6,-0.7,3,0.688,2024
Quentin Grimes,SG,23.0,NYK,51.0,18.0,20.1,7.0,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.7,0.9,0.756,0.51,0.546,0.229,0.243,101.0,101.0,70.0,93.0,100.0,94.0,94.0,62.0,-5.1,112.0,119.0,9.0,1.8,10.3,6.0,8.7,1.8,0.6,7.5,15.9,0.3,0.9,1.2,0.058,-2.6,0.4,-2.2,-0.1,3,0.6,2024
Gary Harris,SG,29.0,ORL,52.0,25.0,23.8,7.0,0.5,1.3,1.8,1.6,0.9,0.3,0.6,1.7,2.5,5.5,0.453,1.4,3.8,0.378,1.1,1.7,0.618,0.7,0.9,0.756,0.444,0.478,0.157,0.775,71.0,101.0,75.0,81.0,109.0,82.0,64.0,196.0,1.7,123.0,116.0,9.9,2.4,6.8,4.6,9.4,1.9,1.0,8.7,11.9,1.2,1.5,2.7,0.106,-2.0,1.1,-0.9,0.4,6,0.575,2024
Keon Johnson,SG,21.0,BRK,4.0,0.0,12.8,7.0,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,1.8,4.8,0.368,1.0,2.3,0.444,0.8,2.5,0.3,2.5,2.5,1.0,0.7,0.724,0.133,0.6,127.0,184.0,91.0,128.0,128.0,125.0,54.0,152.0,-17.6,116.0,118.0,15.2,6.6,4.8,5.7,8.3,3.0,1.8,14.6,23.5,0.1,0.1,0.1,0.096,0.3,-0.9,-0.6,0.0,11,0.4,2024
Jordan Nwora,SF,25.0,TOR,50.0,1.0,13.7,7.0,0.5,2.2,2.7,1.2,0.5,0.3,1.0,0.9,2.6,5.8,0.457,0.8,2.5,0.331,1.8,3.2,0.556,0.9,1.1,0.83,0.5,0.557,0.222,0.222,94.0,79.0,137.0,91.0,128.0,96.0,91.0,56.0,-11.5,106.0,120.0,13.7,4.5,19.9,12.0,12.5,1.9,1.6,13.8,22.6,-0.2,0.6,0.4,0.028,-1.2,-1.5,-2.6,-0.1,12,0.313,2024
Jaden Hardy,SG,21.0,DAL,71.0,6.0,13.1,7.0,0.3,1.4,1.7,1.5,0.3,0.1,0.8,1.0,2.6,6.3,0.408,1.1,3.0,0.364,1.5,3.3,0.448,0.8,1.0,0.771,0.579,0.601,0.371,0.193,116.0,113.0,78.0,106.0,83.0,104.0,151.0,49.0,-10.8,106.0,121.0,11.5,2.4,12.8,7.6,15.8,1.0,0.4,10.2,24.7,-0.3,0.7,0.3,0.018,-1.8,-2.2,-4.0,-0.5,5,0.625,2024
Killian Hayes,PG,22.0,DET,42.0,31.0,24.0,6.9,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5.0,0.455,0.8,1.2,0.66,0.389,0.403,0.044,0.733,61.0,61.0,75.0,71.0,128.0,70.0,18.0,186.0,-2.4,107.0,121.0,10.5,1.3,12.9,7.0,27.8,1.7,1.7,14.3,15.2,-0.1,0.7,0.6,0.029,-2.9,0.2,-2.7,-0.2,15,0.163,2024
Johnny Juzang,SG,22.0,UTA,18.0,3.0,18.3,6.9,0.4,1.6,1.9,1.1,0.1,0.1,0.7,1.5,2.5,5.5,0.455,1.6,3.9,0.4,0.9,1.6,0.586,0.3,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,118.0,128.0,8.8,2.5,10.0,6.3,7.9,0.3,0.5,10.5,14.7,0.2,0.0,0.2,0.032,-2.0,-2.5,-4.4,-0.2,12,0.375,2024
Mãozinha Pereira,SF,23.0,MEM,7.0,1.0,17.4,6.9,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,2.6,5.0,0.514,0.7,1.9,0.385,1.9,3.1,0.591,1.0,1.4,0.7,0.539,0.555,0.147,0.483,91.0,76.0,122.0,99.0,90.0,96.0,60.0,122.0,9.9,118.0,112.0,15.7,10.3,26.4,18.0,2.5,2.5,3.1,11.3,15.8,0.1,0.2,0.3,0.119,-1.3,0.7,-0.6,0.0,13,0.338,2024
Christian Wood,PF,28.0,LAL,50.0,1.0,17.4,6.9,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,1.3,1.9,0.702,0.553,0.578,0.316,0.237,109.0,108.0,81.0,101.0,85.0,100.0,129.0,60.0,0.3,107.0,115.0,12.5,5.7,28.3,17.5,7.4,0.9,3.3,14.1,17.8,-0.1,1.1,1.1,0.059,-2.7,-0.2,-2.9,-0.2,10,0.563,2024
Trey Jemison,C,24.0,MEM,23.0,12.0,21.7,6.9,2.6,2.6,5.1,1.0,0.4,1.1,1.3,2.6,3.0,5.5,0.548,0.0,0.0,0.0,3.0,5.5,0.548,0.9,1.1,0.84,0.244,0.316,0.444,0.333,47.0,49.0,36.0,45.0,77.0,54.0,181.0,84.0,-3.2,112.0,117.0,12.3,13.4,14.6,14.0,7.3,1.0,4.9,18.5,14.6,0.2,0.5,0.7,0.068,-4.6,-0.5,-5.1,-0.4,13,0.338,2024
James Wiseman,C,22.0,DET,61.0,4.0,16.6,6.8,1.7,3.4,5.1,0.8,0.2,0.6,1.1,2.2,2.9,4.6,0.626,0.0,0.0,0.0,2.9,4.5,0.63,1.1,1.6,0.705,0.583,0.647,0.381,0.631,93.0,77.0,124.0,107.0,116.0,112.0,156.0,160.0,-8.1,120.0,120.0,14.6,11.7,24.6,18.1,7.4,0.5,3.0,16.9,16.3,1.0,0.8,1.8,0.087,-2.7,-1.0,-3.6,-0.4,15,0.163,2024
Jonathan Isaac,PF,26.0,ORL,56.0,1.0,15.4,6.8,1.2,3.1,4.3,0.5,0.7,1.2,0.5,1.1,2.5,4.8,0.522,0.7,1.8,0.392,1.8,3.0,0.602,1.0,1.4,0.716,0.53,0.555,0.14,0.451,93.0,88.0,108.0,97.0,107.0,96.0,57.0,114.0,12.9,127.0,106.0,19.6,9.9,25.5,17.6,4.6,2.4,7.1,7.9,16.9,1.4,2.0,3.4,0.19,1.7,2.4,4.1,1.3,6,0.575,2024
Robert Williams,C,26.0,POR,6.0,0.0,19.8,6.8,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,2.8,4.3,0.654,0.0,0.0,0.0,2.8,4.3,0.654,1.2,1.5,0.778,0.666,0.68,0.17,0.437,122.0,130.0,112.0,122.0,97.0,117.0,69.0,111.0,-3.3,123.0,111.0,17.1,10.4,29.4,19.3,6.3,3.0,5.3,18.9,13.3,0.1,0.2,0.3,0.14,-2.2,2.9,0.7,0.1,14,0.263,2024
Day'Ron Sharpe,C,22.0,BRK,61.0,1.0,15.1,6.8,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,1.2,2.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,121.0,113.0,19.9,19.8,30.0,24.7,14.0,1.3,4.3,16.7,19.8,1.4,1.4,2.8,0.145,-0.4,0.4,0.0,0.5,11,0.4,2024
Cedi Osman,SF,28.0,SAS,72.0,3.0,17.6,6.8,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.5,0.7,0.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5,117.0,121.0,11.3,2.3,14.6,8.3,13.0,1.4,0.7,10.4,15.3,0.9,0.9,1.7,0.066,-1.7,-0.4,-2.1,0.0,15,0.25,2024
Cason Wallace,SG,20.0,OKC,80.0,13.0,20.7,6.8,0.6,1.7,2.3,1.5,0.9,0.5,0.6,1.6,2.6,5.4,0.487,1.2,2.9,0.412,1.5,2.5,0.571,0.4,0.5,0.784,0.417,0.471,0.261,0.333,81.0,88.0,53.0,76.0,106.0,81.0,107.0,84.0,-4.6,123.0,117.0,11.8,3.9,9.4,6.8,8.9,2.2,2.0,9.1,13.0,1.7,1.9,3.6,0.104,-1.1,0.9,-0.2,0.8,3,0.688,2024
Jahmi'us Ramsey,SG,22.0,TOR,7.0,1.0,17.3,6.7,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,2.6,5.9,0.439,0.9,3.1,0.273,1.7,2.7,0.632,0.7,0.9,0.833,0.603,0.649,0.372,0.305,116.0,118.0,92.0,110.0,104.0,112.0,152.0,77.0,-3.8,103.0,119.0,10.7,3.9,18.4,11.0,9.1,2.9,0.0,13.8,18.0,-0.1,0.1,0.0,0.017,-3.9,-0.5,-4.4,-0.1,12,0.313,2024
Evan Fournier,SG,31.0,DET,30.0,0.0,17.8,6.7,0.1,1.6,1.8,1.5,0.9,0.2,0.7,1.5,2.3,6.6,0.352,1.1,4.0,0.264,1.3,2.6,0.487,1.0,1.2,0.829,0.562,0.646,0.535,0.159,112.0,103.0,103.0,103.0,113.0,111.0,218.0,40.0,-5.7,100.0,120.0,8.7,0.9,11.0,5.9,11.7,2.6,1.0,8.5,18.9,-0.5,0.4,0.0,-0.001,-4.6,0.4,-4.2,-0.3,15,0.163,2024
Aaron Wiggins,SG,25.0,OKC,76.0,4.0,15.6,6.7,0.8,1.6,2.3,1.1,0.7,0.3,0.7,1.2,2.6,4.7,0.557,0.8,1.6,0.484,1.8,3.1,0.596,0.7,0.9,0.788,0.578,0.597,0.172,0.231,113.0,106.0,106.0,106.0,94.0,103.0,70.0,59.0,-1.7,125.0,116.0,15.0,6.3,11.8,9.1,9.2,2.2,1.5,12.5,16.3,1.8,1.4,3.2,0.129,0.1,0.3,0.4,0.7,3,0.688,2024
Dāvis Bertāns,PF,31.0,CHO,42.0,1.0,15.5,6.7,0.2,1.2,1.5,0.8,0.6,0.3,0.4,1.3,2.1,5.4,0.392,1.7,4.6,0.378,0.4,0.8,0.471,0.7,0.8,0.909,0.572,0.598,0.187,0.322,106.0,100.0,114.0,105.0,103.0,103.0,76.0,82.0,0.8,116.0,122.0,11.8,1.6,9.7,5.6,7.3,1.9,1.6,6.2,17.6,0.4,0.4,0.8,0.062,-0.8,-0.6,-1.4,0.1,13,0.25,2024
Julian Champagnie,SF,22.0,SAS,72.0,57.0,19.5,6.7,0.6,2.2,2.8,1.3,0.7,0.6,0.8,1.1,2.2,5.4,0.402,1.3,3.8,0.359,0.8,1.6,0.5,1.0,1.2,0.814,0.5,0.544,0.291,0.392,91.0,88.0,97.0,91.0,100.0,94.0,119.0,99.0,2.8,111.0,119.0,10.5,3.4,13.3,8.3,9.0,1.7,2.5,11.3,14.6,0.3,1.2,1.5,0.051,-2.0,-0.1,-2.1,0.0,15,0.25,2024
Bones Hyland,PG,23.0,LAC,36.0,5.0,14.2,6.6,0.1,1.3,1.4,2.4,0.6,0.1,1.2,1.4,2.5,6.5,0.385,1.1,3.4,0.331,1.4,3.1,0.445,0.4,0.5,0.789,0.505,0.544,0.273,0.205,99.0,91.0,99.0,92.0,98.0,94.0,111.0,52.0,-11.1,100.0,119.0,10.2,1.3,10.6,6.1,24.2,2.3,0.5,15.1,24.9,-0.6,0.4,-0.1,-0.013,-3.3,-1.1,-4.4,-0.3,4,0.638,2024
Dennis Smith Jr.,PG,26.0,BRK,56.0,2.0,18.9,6.6,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,2.6,6.0,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.8,1.0,0.741,0.52,0.533,0.163,0.449,95.0,102.0,87.0,95.0,80.0,92.0,67.0,114.0,4.7,111.0,115.0,13.4,5.3,13.1,9.1,27.2,3.2,1.0,15.8,17.8,0.3,1.4,1.7,0.076,-2.6,1.8,-0.8,0.3,11,0.4,2024
Peyton Watson,SF,21.0,DEN,78.0,4.0,18.6,6.6,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,2.6,5.5,0.463,0.6,1.9,0.293,2.0,3.6,0.553,0.9,1.4,0.67,0.541,0.554,0.054,0.784,85.0,115.0,94.0,99.0,128.0,96.0,22.0,198.0,-8.7,110.0,114.0,11.8,4.6,16.4,10.6,7.6,1.4,5.1,10.5,16.3,0.2,2.0,2.2,0.073,-2.9,0.8,-2.1,0.0,1,0.7,2024
